global_theme,global_theme_strength_v1,linkage_type,taiwan_code,taiwan_ticker,taiwan_name,taiwan_industry,taiwan_candidate_score_v1,taiwan_rs20,taiwan_acceleration,taiwan_keynes_v2,combined_hypothesis_score_v1,status,research_required
Energy,0.8362499999999999,energy_cycle,4770,4770.TW,上品,化學工業,0.6937986429005153,-0.00638656245269531,0.041941027982168755,0.06854346701899683,0.7721468893052319,HYPOTHESIS_ONLY,True
Auto,0.7287499999999999,auto_cycle,2421,2421.TW,建準,電子零組件業,0.8219381650727027,0.12234155285306159,0.04495564235322613,0.34076731940452676,0.7706846742827163,HYPOTHESIS_ONLY,True
EV,0.73875,ev_cycle,6272,6272.TW,驊陞,電子零組件業,0.8087855921742555,0.17629000902390923,0.06731178611661875,0.5340573751940605,0.770266016478415,HYPOTHESIS_ONLY,True
EV,0.73875,ev_cycle,3023,3023.TW,信邦,電子零組件業,0.803506853276565,0.05132016499999059,0.04658117907329262,0.36602226078493766,0.7678905839744543,HYPOTHESIS_ONLY,True
Power,0.76125,power_demand,6122,6122.TWO,擎邦,電機機械,0.7744978773220377,0.03775349933801819,0.03188830083336874,0.4582020088103458,0.767211544794917,HYPOTHESIS_ONLY,True
EV,0.73875,ev_cycle,6224,6224.TW,聚鼎,電子零組件業,0.8018186294248829,0.48924229840857425,0.00280051519406721,1.4388131840640828,0.7671308832411974,HYPOTHESIS_ONLY,True
Power,0.76125,power_demand,4526,4526.TW,東台,電機機械,0.7740878333287831,0.01587144624042547,0.03899379086915439,0.2294148042047034,0.7670270249979525,HYPOTHESIS_ONLY,True
EV,0.73875,ev_cycle,6217,6217.TWO,中探針,電子零組件業,0.7991494342186501,0.089848303528129,0.041536796536796594,0.12643914720368837,0.7659297453983926,HYPOTHESIS_ONLY,True
AI_Networking,0.69125,networking_supply_chain,3693,3693.TWO,營邦,電腦及週邊設備業,0.8562754016628787,0.22385455595402526,0.060364267258504634,0.8278333538972057,0.7655114307482955,HYPOTHESIS_ONLY,True
Auto,0.7287499999999999,auto_cycle,6272,6272.TW,驊陞,電子零組件業,0.8087855921742555,0.17629000902390923,0.06731178611661875,0.5340573751940605,0.7647660164784149,HYPOTHESIS_ONLY,True
Power,0.76125,power_demand,4576,4576.TW,大銀微系統,電機機械,0.7649714358425291,0.0391671803699416,0.07891607203533813,0.08957139780750616,0.7629246461291381,HYPOTHESIS_ONLY,True
EV,0.73875,ev_cycle,6290,6290.TWO,良維,電子零組件業,0.7916701052098405,0.28405772447022337,0.004551261577770582,0.8504403727791541,0.7625640473444282,HYPOTHESIS_ONLY,True
Auto,0.7287499999999999,auto_cycle,3023,3023.TW,信邦,電子零組件業,0.803506853276565,0.05132016499999059,0.04658117907329262,0.36602226078493766,0.7623905839744543,HYPOTHESIS_ONLY,True
Consumer_Tech,0.65625,consumer_electronics,6538,6538.TWO,倉和,電子零組件業,0.891287516158518,1.016389578345266,0.23275862068965514,3.4536119129762533,0.7620168822713331,HYPOTHESIS_ONLY,True
Auto,0.7287499999999999,auto_cycle,6224,6224.TW,聚鼎,電子零組件業,0.8018186294248829,0.48924229840857425,0.00280051519406721,1.4388131840640828,0.7616308832411973,HYPOTHESIS_ONLY,True
Foundry,0.67625,foundry_cycle,3141,3141.TWO,晶宏,半導體業,0.8651389528184706,0.24489241553426644,0.27966202806570667,0.6614527225275336,0.7612500287683118,HYPOTHESIS_ONLY,True
Auto,0.7287499999999999,auto_cycle,6217,6217.TWO,中探針,電子零組件業,0.7991494342186501,0.089848303528129,0.041536796536796594,0.12643914720368837,0.7604297453983926,HYPOTHESIS_ONLY,True
EV,0.73875,ev_cycle,4569,4569.TW,六方科-KY,汽車工業,0.7866395581498515,0.059984762090466104,0.059473117804714704,0.28502424701688545,0.7603003011674332,HYPOTHESIS_ONLY,True
EV,0.73875,ev_cycle,7744,7744.TWO,崴寶,電子零組件業,0.7865226972680516,0.106998529188993,0.024559507978723416,0.2642516038041232,0.7602477137706232,HYPOTHESIS_ONLY,True
Foundry,0.67625,foundry_cycle,3094,3094.TW,聯傑,半導體業,0.8596419741872103,0.28171393301105363,0.05613343568807583,1.1654742245545087,0.7587763883842447,HYPOTHESIS_ONLY,True
Foundry,0.67625,foundry_cycle,6640,6640.TWO,均華,半導體業,0.8591332514497866,0.30907983452436594,0.08883133966374818,0.4651506835273579,0.7585474631524041,HYPOTHESIS_ONLY,True
Auto,0.7287499999999999,auto_cycle,6290,6290.TWO,良維,電子零組件業,0.7916701052098405,0.28405772447022337,0.004551261577770582,0.8504403727791541,0.7570640473444281,HYPOTHESIS_ONLY,True
Consumer_Tech,0.65625,consumer_electronics,7711,7711.TW,永擎,電腦及週邊設備業,0.8778406152728396,0.63275739443722,0.1264079397672826,1.4025802230267002,0.7559657768727779,HYPOTHESIS_ONLY,True
AI_Networking,0.69125,networking_supply_chain,6530,6530.TWO,創威,通信網路業,0.8339033601246837,0.2567573537471157,0.05270114431843825,0.4756315376711495,0.7554440120561077,HYPOTHESIS_ONLY,True
Auto,0.7287499999999999,auto_cycle,4569,4569.TW,六方科-KY,汽車工業,0.7866395581498515,0.059984762090466104,0.059473117804714704,0.28502424701688545,0.7548003011674331,HYPOTHESIS_ONLY,True
Auto,0.7287499999999999,auto_cycle,7744,7744.TWO,崴寶,電子零組件業,0.7865226972680516,0.106998529188993,0.024559507978723416,0.2642516038041232,0.7547477137706231,HYPOTHESIS_ONLY,True
Foundry,0.67625,foundry_cycle,6271,6271.TW,同欣電,半導體業,0.8489330309222978,0.1722302626542742,0.046124031007751864,0.5656730577997217,0.7539573639150341,HYPOTHESIS_ONLY,True
EV,0.73875,ev_cycle,2413,2413.TW,環科,電子零組件業,0.7699519826478547,0.08293560046027038,0.010591917459535471,0.2393490496464026,0.7527908921915347,HYPOTHESIS_ONLY,True
Foundry,0.67625,foundry_cycle,6291,6291.TWO,沛亨,半導體業,0.8441447231208244,0.1729274168085846,0.08344937955072929,0.3788790458195483,0.751802625404371,HYPOTHESIS_ONLY,True
Foundry,0.67625,foundry_cycle,6510,6510.TWO,精測,半導體業,0.8418052072493083,0.19046673271798675,0.18923933209647498,0.3853389224709348,0.7507498432621889,HYPOTHESIS_ONLY,True
AI_Networking,0.69125,networking_supply_chain,2421,2421.TW,建準,電子零組件業,0.8219381650727027,0.12234155285306159,0.04495564235322613,0.34076731940452676,0.7500596742827164,HYPOTHESIS_ONLY,True
AI_Infrastructure,0.63375,data_center_infrastructure,6538,6538.TWO,倉和,電子零組件業,0.891287516158518,1.016389578345266,0.23275862068965514,3.4536119129762533,0.7496418822713331,HYPOTHESIS_ONLY,True
Power,0.76125,power_demand,4510,4510.TWO,高鋒,電機機械,0.7352651782837504,0.1332096233588922,-0.007102144944941602,0.4996207880381895,0.7495568302276877,HYPOTHESIS_ONLY,True
EV,0.73875,ev_cycle,6275,6275.TWO,元山,電子零組件業,0.7618224657036581,0.03679059265950202,0.031268886192887646,0.22548421527251222,0.7491326095666462,HYPOTHESIS_ONLY,True
Auto,0.7287499999999999,auto_cycle,2413,2413.TW,環科,電子零組件業,0.7699519826478547,0.08293560046027038,0.010591917459535471,0.2393490496464026,0.7472908921915347,HYPOTHESIS_ONLY,True
Foundry,0.67625,foundry_cycle,6532,6532.TWO,瑞耘,半導體業,0.8322621796947224,0.14109034394664177,0.05023817539725067,0.6687921851802134,0.7464554808626251,HYPOTHESIS_ONLY,True
Consumer_Tech,0.65625,consumer_electronics,3693,3693.TWO,營邦,電腦及週邊設備業,0.8562754016628787,0.22385455595402526,0.060364267258504634,0.8278333538972057,0.7462614307482955,HYPOTHESIS_ONLY,True
AI_Networking,0.69125,networking_supply_chain,4977,4977.TW,眾達-KY,通信網路業,0.8103216937450802,0.333191851366059,0.01209920172703055,0.5871453198267628,0.7448322621852862,HYPOTHESIS_ONLY,True
AI_Networking,0.69125,networking_supply_chain,6272,6272.TW,驊陞,電子零組件業,0.8087855921742555,0.17629000902390923,0.06731178611661875,0.5340573751940605,0.744141016478415,HYPOTHESIS_ONLY,True
Auto,0.7287499999999999,auto_cycle,6275,6275.TWO,元山,電子零組件業,0.7618224657036581,0.03679059265950202,0.031268886192887646,0.22548421527251222,0.7436326095666461,HYPOTHESIS_ONLY,True
Power,0.76125,power_demand,1558,1558.TW,伸興,電機機械,0.7209022996990422,0.10002144466747942,0.005968301167925405,1.1548983703234137,0.7430935348645691,HYPOTHESIS_ONLY,True
Foundry,0.67625,foundry_cycle,6683,6683.TWO,雍智科技,半導體業,0.8219857218925749,0.16170977538960085,0.07976190476190476,0.16715221744506495,0.7418310748516588,HYPOTHESIS_ONLY,True
AI_Networking,0.69125,networking_supply_chain,3023,3023.TW,信邦,電子零組件業,0.803506853276565,0.05132016499999059,0.04658117907329262,0.36602226078493766,0.7417655839744544,HYPOTHESIS_ONLY,True
AI_Networking,0.69125,networking_supply_chain,2395,2395.TW,研華,電腦及週邊設備業,0.8021824881246425,0.06887516520483294,0.03241749303305935,0.2132974297827208,0.7411696196560893,HYPOTHESIS_ONLY,True
AI_Networking,0.69125,networking_supply_chain,6224,6224.TW,聚鼎,電子零組件業,0.8018186294248829,0.48924229840857425,0.00280051519406721,1.4388131840640828,0.7410058832411974,HYPOTHESIS_ONLY,True
AI_Networking,0.69125,networking_supply_chain,6217,6217.TWO,中探針,電子零組件業,0.7991494342186501,0.089848303528129,0.041536796536796594,0.12643914720368837,0.7398047453983927,HYPOTHESIS_ONLY,True
AI_Infrastructure,0.63375,data_center_infrastructure,8431,8431.TWO,匯鑽科,其他電子業,0.8658163901106405,0.3792659787764465,0.21257704585514542,1.388231931809165,0.7381798755497883,HYPOTHESIS_ONLY,True
Foundry,0.67625,foundry_cycle,2434,2434.TW,統懋,半導體業,0.8129668359484871,0.2124616943108546,0.12700302487173026,0.2877069628288484,0.7377725761768192,HYPOTHESIS_ONLY,True
Power,0.76125,power_demand,4580,4580.TWO,捷流閥業,電機機械,0.7082604156380815,0.025794484747912794,0.036529861439029476,0.22242764491024736,0.7374046870371367,HYPOTHESIS_ONLY,True
Foundry,0.67625,foundry_cycle,4971,4971.TWO,IET-KY,半導體業,0.807442810078462,0.30247292103874,0.0098293343120614,0.3667327995720561,0.735286764535308,HYPOTHESIS_ONLY,True
Consumer_Tech,0.65625,consumer_electronics,2421,2421.TW,建準,電子零組件業,0.8219381650727027,0.12234155285306159,0.04495564235322613,0.34076731940452676,0.7308096742827163,HYPOTHESIS_ONLY,True
Foundry,0.67625,foundry_cycle,2454,2454.TW,聯發科,半導體業,0.791356345499199,0.07947534315516869,0.07489182189621346,0.21428405758076902,0.7280478554746396,HYPOTHESIS_ONLY,True
AI_Infrastructure,0.63375,data_center_infrastructure,3324,3324.TWO,雙鴻,其他電子業,0.8428890403242122,0.410478248296005,0.18686803214933878,1.2053052851589756,0.7278625681458956,HYPOTHESIS_ONLY,True
Consumer_Tech,0.65625,consumer_electronics,6272,6272.TW,驊陞,電子零組件業,0.8087855921742555,0.17629000902390923,0.06731178611661875,0.5340573751940605,0.724891016478415,HYPOTHESIS_ONLY,True
AI_Infrastructure,0.63375,data_center_infrastructure,2464,2464.TW,盟立,其他電子業,0.8324113034319925,0.16667762352503868,0.05855763723080731,0.2093650614460136,0.7231475865443967,HYPOTHESIS_ONLY,True
Consumer_Tech,0.65625,consumer_electronics,3023,3023.TW,信邦,電子零組件業,0.803506853276565,0.05132016499999059,0.04658117907329262,0.36602226078493766,0.7225155839744544,HYPOTHESIS_ONLY,True
Consumer_Tech,0.65625,consumer_electronics,2395,2395.TW,研華,電腦及週邊設備業,0.8021824881246425,0.06887516520483294,0.03241749303305935,0.2132974297827208,0.7219196196560892,HYPOTHESIS_ONLY,True
Consumer_Tech,0.65625,consumer_electronics,6224,6224.TW,聚鼎,電子零組件業,0.8018186294248829,0.48924229840857425,0.00280051519406721,1.4388131840640828,0.7217558832411973,HYPOTHESIS_ONLY,True
Consumer_Tech,0.65625,consumer_electronics,6217,6217.TWO,中探針,電子零組件業,0.7991494342186501,0.089848303528129,0.041536796536796594,0.12643914720368837,0.7205547453983926,HYPOTHESIS_ONLY,True
Foundry,0.67625,foundry_cycle,7828,7828.TWO,創新服務,半導體業,0.7745322877635282,0.07607903186412068,0.04005847953216368,0.08744410481928294,0.7204770294935877,HYPOTHESIS_ONLY,True
AI_Infrastructure,0.63375,data_center_infrastructure,6654,6654.TWO,天正國際,其他電子業,0.8221774503350203,0.17368104434411014,0.1870618165128904,0.36924771122160843,0.7185423526507593,HYPOTHESIS_ONLY,True
AI_Infrastructure,0.63375,data_center_infrastructure,2421,2421.TW,建準,電子零組件業,0.8219381650727027,0.12234155285306159,0.04495564235322613,0.34076731940452676,0.7184346742827163,HYPOTHESIS_ONLY,True
Consumer_Tech,0.65625,consumer_electronics,6290,6290.TWO,良維,電子零組件業,0.7916701052098405,0.28405772447022337,0.004551261577770582,0.8504403727791541,0.7171890473444282,HYPOTHESIS_ONLY,True
AI_Infrastructure,0.63375,data_center_infrastructure,6830,6830.TW,汎銓,其他電子業,0.8173899525684538,0.44742406110388666,0.012142857142857233,1.0858019276986848,0.7163879786558043,HYPOTHESIS_ONLY,True
